名前,住所,最寄り駅１,最寄り駅２,最寄り駅３,築年数,建物全体の階数,階数,賃料,管理費,敷金,礼金,間取り,面積,URL
ファミーユ双葉,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩10分,東急目黒線/武蔵小山駅 歩17分,東急目黒線/西小山駅 歩19分,築33年,4階建,4階,11.3万円,3000円,11.3万円,11.3万円,2K,36.73m2,https://suumo.jp/chintai/jnc_000082676185/?bc=100356941574
東急東横線 学芸大学駅 4階建 築33年,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩10分,東急目黒線/西小山駅 歩19分,東急目黒線/武蔵小山駅 歩18分,築33年,4階建,4階,11.3万円,3000円,11.3万円,11.3万円,2DK,36.73m2,https://suumo.jp/chintai/jnc_000080222531/?bc=100353976439
東急東横線 学芸大学駅 4階建 築33年,東京都目黒区目黒本町２,東急東横線/学芸大学駅 歩10分,東急目黒線/西小山駅 歩19分,東急目黒線/武蔵小山駅 歩18分,築33年,4階建,4階,11.3万円,3000円,11.3万円,11.3万円,2K,36.73m2,https://suumo.jp/chintai/jnc_000084537264/?bc=100356908392
ミレイユ駒場,東京都目黒区駒場１,京王井の頭線/駒場東大前駅 歩1分,京王井の頭線/渋谷駅 歩20分,東急田園都市線/池尻大橋駅 歩14分,築23年,7階建,2階,13.2万円,8000円,-,-,2K,34.32m2,https://suumo.jp/chintai/jnc_000015038253/?bc=100345917185
ハウス寿苑,東京都目黒区下目黒３,東急目黒線/目黒駅 歩10分,東急目黒線/不動前駅 歩12分,東急目黒線/武蔵小山駅 歩13分,築45年,2階建,2階,7.8万円,-,7.8万円,7.8万円,2K,29.7m2,https://suumo.jp/chintai/jnc_000083863472/?bc=100355330362
東急目黒線 目黒駅 2階建 築45年,東京都目黒区下目黒３,東急目黒線/目黒駅 歩10分,東急目黒線/不動前駅 歩12分,東急目黒線/武蔵小山駅 歩16分,築45年,2階建,1階,7.8万円,-,7.8万円,7.8万円,2K,29.7m2,https://suumo.jp/chintai/jnc_000083863473/?bc=100352529303
カーサコンタトーレ,東京都目黒区中央町２,東急東横線/学芸大学駅 歩5分,東急東横線/祐天寺駅 歩11分,東急東横線/中目黒駅 歩25分,築46年,2階建,2階,9.7万円,2000円,9.7万円,-,2K,32.4m2,https://suumo.jp/chintai/jnc_000077447061/?bc=100300556253
東急東横線 自由が丘駅 2階建 築52年,東京都目黒区中根１,東急東横線/自由が丘駅 歩8分,東急東横線/都立大学駅 歩10分,東急目黒線/奥沢駅 歩17分,築52年,2階建,2階,6.8万円,2000円,6.8万円,-,2K,27m2,https://suumo.jp/chintai/jnc_000084904565/?bc=100343292556
東急東横線 自由が丘駅 2階建 築52年,東京都目黒区中根１,東急東横線/自由が丘駅 歩8分,東急東横線/都立大学駅 歩10分,東急目黒線/奥沢駅 歩17分,築52年,2階建,2階,6.8万円,2000円,-,-,2K,26.73m2,https://suumo.jp/chintai/jnc_000052119812/?bc=100351714192
加藤ビル,東京都目黒区中目黒３,東急東横線/中目黒駅 歩7分,東急東横線/代官山駅 歩14分,,築38年,8階建,6階,11万円,-,11万円,-,2K,35.2m2,https://suumo.jp/chintai/jnc_000086038096/?bc=100272702956
日興パレス東山,東京都目黒区東山２,東急田園都市線/池尻大橋駅 歩8分,東急東横線/中目黒駅 歩12分,東急東横線/代官山駅 歩18分,築39年,12階建,5階,8.6万円,5000円,8.6万円,-,2K,23.4m2,https://suumo.jp/chintai/jnc_000070651326/?bc=100348123528
グリーンハウス,東京都目黒区洗足２,東急目黒線/洗足駅 歩6分,東急大井町線/北千束駅 歩9分,東急目黒線/大岡山駅 歩13分,築36年,3階建,2階,9.9万円,3000円,9.9万円,9.9万円,2K,33.41m2,https://suumo.jp/chintai/jnc_000086311440/?bc=100352598784
東急目黒線 洗足駅 2階建 築46年,東京都目黒区洗足２,東急目黒線/洗足駅 歩5分,東急大井町線/北千束駅 歩10分,東急大井町線/大岡山駅 歩13分,築46年,2階建,1階,8万円,-,8万円,-,2K,33.13m2,https://suumo.jp/chintai/jnc_000082783492/?bc=100330261004
東急目黒線 洗足駅 2階建 築46年,東京都目黒区洗足２,東急目黒線/洗足駅 歩5分,東急大井町線/北千束駅 歩10分,東急大井町線/大岡山駅 歩13分,築46年,2階建,2階,8万円,-,8万円,-,2K,31.48m2,https://suumo.jp/chintai/jnc_000076145125/?bc=100297035183
ハイツ洗足,東京都目黒区洗足２,東急目黒線/洗足駅 歩5分,,,築46年,2階建,2階,8万円,-,8万円,-,2K,31.4m2,https://suumo.jp/chintai/jnc_000076145124/?bc=100336027724
東急東横線 都立大学駅 3階建 築20年,東京都目黒区東が丘１,東急東横線/都立大学駅 歩15分,東急田園都市線/駒沢大学駅 歩14分,東急東横線/学芸大学駅 歩15分,築20年,3階建,2階,11.5万円,5000円,11.5万円,11.5万円,2K,40m2,https://suumo.jp/chintai/jnc_000085417900/?bc=100346553087
東急東横線 祐天寺駅 2階建 築47年,東京都目黒区中目黒５,東急東横線/祐天寺駅 歩10分,東京メトロ日比谷線/中目黒駅 歩15分,東急東横線/中目黒駅 歩15分,築47年,2階建,2階,7.1万円,1000円,7.1万円,-,2K,29.81m2,https://suumo.jp/chintai/jnc_000083287025/?bc=100337839461
東急東横線 祐天寺駅 2階建 築47年,東京都目黒区中目黒５,東急東横線/祐天寺駅 歩10分,東京メトロ日比谷線/中目黒駅 歩15分,東急東横線/中目黒駅 歩15分,築47年,2階建,1階,7.1万円,1000円,7.1万円,-,2K,29.81m2,https://suumo.jp/chintai/jnc_000083998387/?bc=100337839467
プレステージ（緑ヶ丘）,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩5分,東急大井町線/大岡山駅 歩10分,東急目黒線/奥沢駅 歩10分,築35年,3階建,1階,8.3万円,-,8.3万円,8.3万円,2K,30m2,https://suumo.jp/chintai/jnc_000083613122/?bc=100335414624
プレステージ（緑ヶ丘）,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩5分,東急大井町線/大岡山駅 歩10分,東急目黒線/奥沢駅 歩10分,築35年,3階建,3階,8.5万円,-,8.5万円,8.5万円,2K,30m2,https://suumo.jp/chintai/jnc_000080636463/?bc=100320312984
東急大井町線 緑が丘駅 3階建 築35年,東京都目黒区緑が丘３,東急大井町線/緑が丘駅 歩5分,東急大井町線/大岡山駅 歩10分,東急目黒線/奥沢駅 歩10分,築35年,3階建,3階,8.5万円,-,8.5万円,8.5万円,2K,30m2,https://suumo.jp/chintai/jnc_000082664993/?bc=100325058247
緑が丘マンション,東京都目黒区緑が丘１,東急大井町線/緑が丘駅 歩7分,東急大井町線/大岡山駅 歩11分,東急東横線/自由が丘駅 歩12分,築52年,3階建,3階,5.3万円,-,5.3万円,5.3万円,2K,24.75m2,https://suumo.jp/chintai/jnc_000085740068/?bc=100348439150
遠藤コ－ポラス,東京都目黒区原町１,東急目黒線/西小山駅 歩5分,東急目黒線/洗足駅 歩10分,東急目黒線/武蔵小山駅 歩13分,築48年,2階建,2階,7.2万円,-,7.2万円,7.2万円,2K,28m2,https://suumo.jp/chintai/jnc_000080047583/?bc=100355986264
東急東横線 都立大学駅 6階建 築42年,東京都目黒区中根２,東急東横線/都立大学駅 歩7分,東急大井町線/緑が丘駅 歩11分,東急大井町線/大岡山駅 歩15分,築42年,6階建,3階,11万円,5000円,11万円,11万円,2K,36m2,https://suumo.jp/chintai/jnc_000086708970/?bc=100355510200
ダイイチヒルズ,東京都目黒区下目黒４,東急目黒線/不動前駅 歩13分,東急目黒線/武蔵小山駅 歩18分,ＪＲ山手線/目黒駅 歩19分,築29年,3階建,3階,11.5万円,5000円,11.5万円,11.5万円,2K,35.72m2,https://suumo.jp/chintai/jnc_000084915991/?bc=100353347791
桑原方,東京都目黒区中目黒５,東急東横線/祐天寺駅 歩8分,東急東横線/中目黒駅 歩15分,,築59年,2階建,2階,5.37万円,-,5.37万円,5.37万円,2K,28m2,https://suumo.jp/chintai/jnc_000086509865/?bc=100353933625
ジャルダン目黒,東京都目黒区下目黒３,ＪＲ山手線/目黒駅 歩9分,東急目黒線/目黒駅 歩9分,東京メトロ南北線/目黒駅 歩9分,築40年,11階建,8階,7.6万円,-,7.6万円,7.6万円,2K,21.41m2,https://suumo.jp/chintai/jnc_000072528741/?bc=100354255090
東急東横線 学芸大学駅 3階建 築34年,東京都目黒区目黒本町４,東急東横線/学芸大学駅 歩12分,東急目黒線/武蔵小山駅 歩14分,東急目黒線/西小山駅 歩16分,築34年,3階建,1階,11.8万円,-,11.8万円,11.8万円,2K,37.2m2,https://suumo.jp/chintai/jnc_000086781511/?bc=100355785264
ディーセントメグロ,東京都目黒区目黒本町４,東急東横線/学芸大学駅 歩12分,東急目黒線/武蔵小山駅 歩14分,東急目黒線/西小山駅 歩16分,築34年,3階建,1階,11.8万円,-,11.8万円,11.8万円,2K,37.2m2,https://suumo.jp/chintai/jnc_000086781510/?bc=100355785086
ＦＬＡＴ　ＦＩＶＥ,東京都目黒区中目黒５,東急東横線/中目黒駅 歩14分,東急東横線/祐天寺駅 歩12分,東急東横線/代官山駅 歩20分,築29年,2階建,1階,10.8万円,2000円,10.8万円,10.8万円,2K,32.18m2,https://suumo.jp/chintai/jnc_000051953175/?bc=100354064024
織戸ハイツ,東京都目黒区碑文谷３,東急東横線/都立大学駅 歩11分,東急東横線/学芸大学駅 歩16分,東急大井町線/大岡山駅 歩17分,築48年,2階建,2階,6.3万円,-,-,6.3万円,2K,26m2,https://suumo.jp/chintai/jnc_000086758258/?bc=100343757601
東急東横線 都立大学駅 3階建 築40年,東京都目黒区平町１,東急東横線/都立大学駅 歩5分,東急大井町線/緑が丘駅 歩20分,東急大井町線/大岡山駅 歩20分,築40年,3階建,2階,12.5万円,3000円,12.5万円,12.5万円,2K,38.55m2,https://suumo.jp/chintai/jnc_000085896592/?bc=000014508630
ティーケー青葉台,東京都目黒区青葉台３,東急田園都市線/池尻大橋駅 歩6分,東急東横線/中目黒駅 歩15分,京王井の頭線/神泉駅 歩14分,築41年,6階建,2階,14.5万円,5000円,-,14.5万円,2K,44.01m2,https://suumo.jp/chintai/jnc_000084735665/?bc=100352348268
ハウス栗山,東京都目黒区緑が丘１,東急大井町線/緑が丘駅 歩5分,東急目黒線/奥沢駅 歩12分,東急東横線/自由が丘駅 歩12分,築56年,3階建,3階,8万円,-,8万円,-,2K,26m2,https://suumo.jp/chintai/jnc_000046858783/?bc=100341240223
サンライズ目黒,東京都目黒区下目黒３,東急目黒線/不動前駅 歩9分,ＪＲ山手線/目黒駅 歩10分,東急目黒線/武蔵小山駅 歩18分,築43年,10階建,10階,7.5万円,8000円,7.5万円,-,2K,28.5m2,https://suumo.jp/chintai/jnc_000023240069/?bc=100355081212
トエンマンション,東京都目黒区目黒本町６,東急目黒線/西小山駅 歩9分,,,築44年,3階建,2階,8.5万円,-,8.5万円,8.5万円,2K,31.3m2,https://suumo.jp/chintai/jnc_000016528268/?bc=100319149846
東京メトロ日比谷線 中目黒駅 10階建 築41年,東京都目黒区東山１,東京メトロ日比谷線/中目黒駅 歩7分,東急東横線/代官山駅 歩15分,東急田園都市線/池尻大橋駅 歩15分,築41年,10階建,5階,18.5万円,12000円,18.5万円,18.5万円,2K,34.12m2,https://suumo.jp/chintai/jnc_000085944543/?bc=100350071025
飯田アパート,東京都目黒区鷹番３,東急東横線/学芸大学駅 歩3分,,,築49年,2階建,2階,7.5万円,3000円,15万円,7.5万円,2K,33m2,https://suumo.jp/chintai/jnc_000076022963/?bc=100292404123
秀和荘,東京都目黒区中根２,東急東横線/都立大学駅 歩4分,東急東横線/自由が丘駅 歩19分,東急大井町線/緑が丘駅 歩16分,築50年,2階建,2階,5万円,2000円,5万円,5万円,2K,18.15m2,https://suumo.jp/chintai/jnc_000078937317/?bc=100353258632
京王井の頭線 駒場東大前駅 2階建 築52年,東京都目黒区駒場１,京王井の頭線/駒場東大前駅 歩4分,東急田園都市線/池尻大橋駅 歩16分,東急バス/駒場 歩3分,築52年,2階建,2階,6.3万円,2000円,6.3万円,-,2K,24.1m2,https://suumo.jp/chintai/jnc_000047923285/?bc=100313457726
東急東横線 祐天寺駅 4階建 築40年,東京都目黒区上目黒４,東急東横線/祐天寺駅 歩4分,東急東横線/学芸大学駅 歩19分,東急東横線/中目黒駅 歩14分,築40年,4階建,3階,9.5万円,-,9.5万円,9.5万円,2K,33.05m2,https://suumo.jp/chintai/jnc_000075484225/?bc=100337350305
東急東横線 祐天寺駅 4階建 築40年,東京都目黒区上目黒４,東急東横線/祐天寺駅 歩4分,東急東横線/学芸大学駅 歩19分,東急東横線/中目黒駅 歩14分,築40年,4階建,3階,10万円,-,10万円,10万円,2K,33.05m2,https://suumo.jp/chintai/jnc_000084291484/?bc=100345097879
ＴＫハイム,東京都目黒区原町１,東急目黒線/西小山駅 歩7分,東急目黒線/武蔵小山駅 歩10分,東急東横線/都立大学駅 歩20分,築47年,3階建,2階,8.9万円,5000円,8.9万円,-,2K,31.2m2,https://suumo.jp/chintai/jnc_000085731378/?bc=100353977549
サン・ハイム,東京都目黒区洗足１,東急目黒線/西小山駅 歩8分,東急目黒線/洗足駅 歩9分,ＪＲ山手線/渋谷駅 バス28分 (バス停)原町交番前 歩2分,築48年,3階建,3階,7.3万円,2000円,7.3万円,7.3万円,2K,29.75m2,https://suumo.jp/chintai/jnc_000059482609/?bc=100343419914
中目黒ハイム,東京都目黒区青葉台１,東急東横線/中目黒駅 歩6分,東急東横線/代官山駅 歩11分,東急東横線/祐天寺駅 歩17分,築45年,4階建,2階,9万円,3000円,9万円,9万円,2K,31m2,https://suumo.jp/chintai/jnc_000081969432/?bc=100278172403
東急目黒線 不動前駅 4階建 築52年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩8分,東京メトロ南北線/目黒駅 歩15分,都営三田線/目黒駅 歩15分,築52年,4階建,1階,11.4万円,5000円,11.4万円,11.4万円,2K,32.54m2,https://suumo.jp/chintai/jnc_000086758244/?bc=100355587258
東急目黒線 不動前駅 4階建 築52年,東京都目黒区下目黒３,東急目黒線/不動前駅 歩8分,東京メトロ南北線/目黒駅 歩15分,都営三田線/目黒駅 歩15分,築52年,4階建,2階,11.5万円,5000円,11.5万円,11.5万円,2K,30.47m2,https://suumo.jp/chintai/jnc_000086758245/?bc=100355587324
東急東横線 学芸大学駅 地下1地上2階建 築44年,東京都目黒区鷹番２,東急東横線/学芸大学駅 歩3分,東急東横線/祐天寺駅 歩16分,東急東横線/都立大学駅 歩22分,築44年,地下1地上2階建,1階,11.8万円,-,11.8万円,11.8万円,2K,38.1m2,https://suumo.jp/chintai/jnc_000086740491/?bc=100355420711
大和荘　別棟,東京都目黒区青葉台３,東急田園都市線/池尻大橋駅 歩9分,京王井の頭線/神泉駅 歩13分,東急東横線/中目黒駅 歩14分,築65年,2階建,1階,6万円,-,6万円,6万円,2K,25m2,https://suumo.jp/chintai/jnc_000083159654/?bc=100332537060
プチメゾン小槻,東京都目黒区上目黒３,東急東横線/中目黒駅 歩10分,東急東横線/祐天寺駅 歩9分,,築44年,3階建,3階,9万円,-,9万円,9万円,2K,26.4m2,https://suumo.jp/chintai/jnc_000080569514/?bc=100317544754
松寿ハイツ,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,東急大井町線/緑が丘駅 歩17分,東急東横線/自由が丘駅 歩20分,築39年,10階建,5階,13.2万円,6000円,13.2万円,13.2万円,2K,40m2,https://suumo.jp/chintai/jnc_000082306596/?bc=100300364127
東急東横線 都立大学駅 10階建 築39年,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,東急東横線/学芸大学駅 歩20分,東急大井町線/緑が丘駅 歩19分,築39年,10階建,5階,13.2万円,6000円,13.2万円,13.2万円,2K,40m2,https://suumo.jp/chintai/jnc_000078457419/?bc=100345248833
東急東横線 都立大学駅 10階建 築39年,東京都目黒区柿の木坂１,東急東横線/都立大学駅 歩3分,東急東横線/学芸大学駅 歩20分,東急大井町線/緑が丘駅 歩19分,築39年,10階建,5階,13.2万円,6000円,13.2万円,13.2万円,2K,40m2,https://suumo.jp/chintai/jnc_000082083122/?bc=100326092064
東急目黒線 武蔵小山駅 4階建 築51年,東京都目黒区目黒本町６,東急目黒線/武蔵小山駅 歩11分,東急目黒線/西小山駅 歩10分,東急東横線/学芸大学駅 歩20分,築51年,4階建,3階,8万円,3000円,8万円,8万円,2K,30m2,https://suumo.jp/chintai/jnc_000086908918/?bc=100356797535
キミン堂ビル,東京都目黒区目黒本町６,東急目黒線/武蔵小山駅 歩8分,東急目黒線/西小山駅 歩10分,東急東横線/学芸大学駅 歩18分,築51年,4階建,3階,8万円,3000円,8万円,8万円,2K,30m2,https://suumo.jp/chintai/jnc_000086901793/?bc=100356568542
Ｃｌｏｖｅｒ　Ｈｉｌｌｓ,東京都目黒区三田２,ＪＲ山手線/目黒駅 歩8分,東急東横線/中目黒駅 歩18分,ＪＲ山手線/恵比寿駅 歩11分,築54年,4階建,1階,11.5万円,5000円,11.5万円,-,2K,33.12m2,https://suumo.jp/chintai/jnc_000082689417/?bc=100323594197
ＪＲ山手線 目黒駅 4階建 築54年,東京都目黒区三田２,ＪＲ山手線/目黒駅 歩8分,東急東横線/中目黒駅 歩18分,ＪＲ山手線/恵比寿駅 歩11分,築54年,4階建,1階,11.5万円,5000円,11.5万円,-,2K,33.12m2,https://suumo.jp/chintai/jnc_000082689418/?bc=100329708499
葵荘,東京都目黒区下目黒４,東急目黒線/不動前駅 歩12分,ＪＲ山手線/目黒駅 歩15分,東急目黒線/武蔵小山駅 歩15分,築55年,2階建,1階,7.9万円,3000円,7.9万円,-,2K,36.35m2,https://suumo.jp/chintai/jnc_000086298044/?bc=100242730368
